1.643756963312625885e-02,-6.871252786368131638e-03,7.755998373031616211e-01,1.666969507932662964e-01,1.898984424769878387e-02,7.764317393302917480e-01,6.074580550193786621e-01,2.997039556503295898e-01,1.825549006462097168e-01,7.337642908096313477e-01,7.880575656890869141e-01,-1.573991179466247559e-01,1.048859879374504089e-01,2.303954772651195526e-02,-2.290784120559692383e-01,1.522307395935058594e-01,5.543224811553955078e-01,-2.205932736396789551e-01,7.073089480400085449e-02,-1.821107119321823120e-01,8.824428915977478027e-02,-1.287114173173904419e-01,-9.581271409988403320e-01,9.238617420196533203e-01,-5.142389535903930664e-01,-9.705535322427749634e-02,-7.151162028312683105e-01,1.614429354667663574e+00,-7.452313899993896484e-01,3.790852129459381104e-01,-5.317619442939758301e-01,5.987168848514556885e-02,7.770344018936157227e-01,1.087992340326309204e-01,2.509149312973022461e-01,-2.222386747598648071e-01
3.408076614141464233e-02,-9.853926487267017365e-03,7.450917363166809082e-01,5.771023407578468323e-02,-4.810681194067001343e-02,8.507732152938842773e-01,5.201348066329956055e-01,-4.095786064863204956e-02,4.415104091167449951e-01,3.622352778911590576e-01,1.314835071563720703e+00,-3.708224296569824219e-01,7.963503152132034302e-02,-1.652143746614456177e-01,-3.656341135501861572e-02,-1.764157861471176147e-01,8.054102659225463867e-01,-3.654902577400207520e-01,4.571937397122383118e-02,-4.026264250278472900e-01,5.832884833216667175e-02,-3.370687365531921387e-02,-2.397301435470581055e+00,3.882747590541839600e-01,-1.320487022399902344e+00,-6.639035344123840332e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,1.316383332014083862e-01,-3.455671370029449463e-01,1.948093473911285400e-01,1.145619511604309082e+00,4.723407328128814697e-01,4.166044667363166809e-02,-1.864190995693206787e-01
5.392565205693244934e-02,-1.295803021639585495e-02,7.515785098075866699e-01,7.297511212527751923e-03,-3.008346632122993469e-02,8.560649156570434570e-01,5.159404873847961426e-01,-3.859228640794754028e-02,3.850333392620086670e-01,3.624941110610961914e-01,1.244161844253540039e+00,-3.299721181392669678e-01,4.449988901615142822e-02,-2.586224973201751709e-01,-2.087026834487915039e-03,-2.394175529479980469e-01,7.098140120506286621e-01,-2.963109016418457031e-01,6.821542233228683472e-02,-4.901188015937805176e-01,1.513840109109878540e-01,-5.020593479275703430e-02,-2.373319864273071289e+00,2.631331086158752441e-01,-1.394043564796447754e+00,-5.932162404060363770e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,4.703941196203231812e-02,-4.212853610515594482e-01,2.340055257081985474e-01,1.155845522880554199e+00,4.482580423355102539e-01,-1.202092319726943970e-02,-6.242328509688377380e-02
6.406755000352859497e-02,-1.761311478912830353e-02,7.551152110099792480e-01,-2.232570759952068329e-02,-1.825319416821002960e-02,8.565961718559265137e-01,5.151809453964233398e-01,1.494955830276012421e-02,3.353297412395477295e-01,4.171359241008758545e-01,1.125270128250122070e+00,-3.491277396678924561e-01,3.871786594390869141e-02,-3.169472515583038330e-01,9.168724529445171356e-03,-2.846934199333190918e-01,6.575738787651062012e-01,-2.505748271942138672e-01,9.739837050437927246e-02,-5.319321155548095703e-01,2.417192310094833374e-01,-5.389346182346343994e-02,-2.238184213638305664e+00,1.644638329744338989e-01,-1.399999976158142090e+00,-5.240285992622375488e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-1.175971119664609432e-04,-5.232172608375549316e-01,2.487508952617645264e-01,1.068335652351379395e+00,4.522777497768402100e-01,-3.243852034211158752e-02,4.911454766988754272e-02
6.614419817924499512e-02,-3.350188210606575012e-02,7.559978365898132324e-01,-4.761653393507003784e-02,-1.702717691659927368e-02,8.550329804420471191e-01,5.161020159721374512e-01,6.795298308134078979e-02,2.431352138519287109e-01,4.668435454368591309e-01,9.485673904418945312e-01,-3.847426474094390869e-01,1.763522624969482422e-02,-3.619696199893951416e-01,2.845230698585510254e-02,-3.063549399375915527e-01,5.934796929359436035e-01,-2.025482207536697388e-01,1.336635202169418335e-01,-5.778233408927917480e-01,3.366955220699310303e-01,-6.600795686244964600e-02,-2.066267728805541992e+00,6.635642051696777344e-02,-1.399999976158142090e+00,-4.274599850177764893e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-5.951764062047004700e-02,-6.946805715560913086e-01,2.727418541908264160e-01,8.712373375892639160e-01,4.331496953964233398e-01,-5.225513130426406860e-02,1.636338979005813599e-01
7.442063838243484497e-02,-4.829098656773567200e-02,7.546213865280151367e-01,-6.282810866832733154e-02,-1.690725795924663544e-02,8.529455661773681641e-01,5.179291963577270508e-01,1.088675335049629211e-01,1.746166497468948364e-01,5.025436878204345703e-01,7.409955263137817383e-01,-4.206653833389282227e-01,-1.211375277489423752e-02,-3.998662233352661133e-01,4.716202616691589355e-02,-3.237571716308593750e-01,5.511549711227416992e-01,-1.606880873441696167e-01,1.596860438585281372e-01,-6.391493082046508789e-01,3.898060023784637451e-01,-6.912884861230850220e-02,-1.895140051841735840e+00,-3.857319056987762451e-02,-1.399999976158142090e+00,-3.425694108009338379e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-1.535618156194686890e-01,-8.610225319862365723e-01,2.940267026424407959e-01,6.521895527839660645e-01,4.499568641185760498e-01,-6.722936779260635376e-02,2.264644503593444824e-01
8.038029819726943970e-02,-6.223756074905395508e-02,7.522640824317932129e-01,-7.192119210958480835e-02,-1.845505088567733765e-02,8.473529219627380371e-01,5.258134007453918457e-01,1.437181532382965088e-01,1.203210279345512390e-01,4.868212938308715820e-01,5.561262369155883789e-01,-4.410783946514129639e-01,-2.483985200524330139e-02,-4.346904158592224121e-01,6.457285583019256592e-02,-3.282114565372467041e-01,5.316836833953857422e-01,-1.143354997038841248e-01,1.880635321140289307e-01,-6.763411760330200195e-01,4.002723097801208496e-01,-6.263761222362518311e-02,-1.719769477844238281e+00,-1.454494595527648926e-01,-1.399999976158142090e+00,-2.957548201084136963e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-3.076885044574737549e-01,-1.024832844734191895e+00,3.146745562553405762e-01,4.098236262798309326e-01,4.527239501476287842e-01,-9.328135102987289429e-02,2.442347705364227295e-01
8.581300824880599976e-02,-7.611878961324691772e-02,7.499334812164306641e-01,-7.293941080570220947e-02,-2.295773476362228394e-02,8.454200625419616699e-01,5.285997390747070312e-01,1.676225960254669189e-01,9.316368401050567627e-02,4.851701855659484863e-01,4.454881846904754639e-01,-4.569104015827178955e-01,-1.997025124728679657e-02,-4.586412310600280762e-01,7.520961016416549683e-02,-3.248618245124816895e-01,5.322168469429016113e-01,-7.456251978874206543e-02,1.957875341176986694e-01,-6.929684877395629883e-01,3.830181658267974854e-01,-6.225491315126419067e-02,-1.560950398445129395e+00,-2.371238023042678833e-01,-1.399999976158142090e+00,-3.177843093872070312e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-4.895821511745452881e-01,-1.153661608695983887e+00,3.070271611213684082e-01,2.221233695745468140e-01,4.598393440246582031e-01,-1.291837096214294434e-01,2.257564812898635864e-01
8.978597074747085571e-02,-8.908217400312423706e-02,7.474560737609863281e-01,-7.176581025123596191e-02,-2.173785306513309479e-02,8.421311974525451660e-01,5.340338945388793945e-01,1.790592521429061890e-01,7.472278922796249390e-02,4.743647277355194092e-01,3.662842214107513428e-01,-4.753696620464324951e-01,-1.031457260251045227e-02,-4.767497181892395020e-01,7.756885141134262085e-02,-3.178254663944244385e-01,5.240681171417236328e-01,-5.427647382020950317e-02,2.020866274833679199e-01,-6.997695565223693848e-01,3.459806144237518311e-01,-5.451643839478492737e-02,-1.428759455680847168e+00,-2.963218390941619873e-01,-1.399999976158142090e+00,-3.562013208866119385e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-6.644530296325683594e-01,-1.281257867813110352e+00,2.890297174453735352e-01,7.946898043155670166e-02,4.277096092700958252e-01,-1.609875708818435669e-01,1.690474152565002441e-01
9.217138588428497314e-02,-1.008680537343025208e-01,7.465751767158508301e-01,-6.622908264398574829e-02,-1.933009549975395203e-02,8.394540548324584961e-01,5.390332937240600586e-01,1.848757416009902954e-01,4.968418553471565247e-02,4.296010732650756836e-01,3.148030936717987061e-01,-4.870400428771972656e-01,5.801289342343807220e-03,-4.923822581768035889e-01,7.218868285417556763e-02,-3.072029054164886475e-01,5.290643572807312012e-01,-3.339457884430885315e-02,1.862547844648361206e-01,-6.734839677810668945e-01,2.981006801128387451e-01,-3.891306370496749878e-02,-1.292400836944580078e+00,-3.215268850326538086e-01,-1.399999976158142090e+00,-3.755141794681549072e-01,-1.972219944000244141e+00,1.614429950714111328e+00,-1.614429950714111328e+00,-8.707316517829895020e-01,-1.399176955223083496e+00,2.675903141498565674e-01,-7.075030356645584106e-02,3.428988754749298096e-01,-2.020570784807205200e-01,6.388958543539047241e-02
